"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"field_1374_g","lastSyncSysClock","g","J","J","Timer","py","net/minecraft/src","0"
"field_1373_h","lastSyncHRClock","h","J","J","Timer","py","net/minecraft/src","0"
"field_28132_i","field_28132_i","i","J","J","Timer","py","net/minecraft/src","0"
"field_1372_i","timeSyncAdjustment","j","D","D","Timer","py","net/minecraft/src","0"
"field_449_a","chanceToEncourageFire","a","[I","[I","BlockFire","yq","net/minecraft/src","0"
"field_448_b","abilityToCatchFire","b","[I","[I","BlockFire","yq","net/minecraft/src","0"
"field_1588_a","mc","a","LMinecraft;","LMinecraft;","ThreadSleepForever","kg","net/minecraft/src","0"
"field_22388_a","field_22388_a","a","F","F","MouseFilter","cu","net/minecraft/src","0"
"field_22387_b","field_22387_b","b","F","F","MouseFilter","cu","net/minecraft/src","0"
"field_22389_c","field_22389_c","c","F","F","MouseFilter","cu","net/minecraft/src","0"
"field_4234_a","field_4234_a","a","[LNoiseGenerator2;","[Lcc;","NoiseGeneratorOctaves2","ug","net/minecraft/src","0"
"field_4233_b","field_4233_b","b","I","I","NoiseGeneratorOctaves2","ug","net/minecraft/src","0"
"field_672_a","field_672_a","a","F","F","EntityFlameFX","qu","net/minecraft/src","0"
"field_22238_a","totalPackets","a","I","I","PacketCounter","nv","net/minecraft/src","0"
"field_22237_b","totalBytes","b","J","J","PacketCounter","nv","net/minecraft/src","0"
"field_6365_a","entityId","a","I","I","Packet39AttachEntity","ns","net/minecraft/src","0"
"field_6364_b","vehicleEntityId","b","I","I","Packet39AttachEntity","ns","net/minecraft/src","0"
"field_505_a","xPosition","a","I","I","Packet50PreChunk","se","net/minecraft/src","0"
"field_504_b","yPosition","b","I","I","Packet50PreChunk","se","net/minecraft/src","0"
"field_506_c","mode","c","Z","Z","Packet50PreChunk","se","net/minecraft/src","0"
"field_21123_a","squidBody","a","LModelRenderer;","Lps;","ModelSquid","wn","net/minecraft/src","0"
"field_21122_b","squidTentacles","b","[LModelRenderer;","[Lps;","ModelSquid","wn","net/minecraft/src","0"
"field_785_bg","field_785_bg","b","I","I","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"field_784_bh","field_784_bh","bN","D","D","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"field_783_bi","field_783_bi","bO","D","D","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"field_782_bj","field_782_bj","bP","D","D","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"field_780_bk","field_780_bk","bQ","D","D","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"field_786_bl","field_786_bl","bR","D","D","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"field_20924_a","field_20924_a","a","F","F","EntityOtherPlayerMP","xz","net/minecraft/src","0"
"monster","monster","a","LEnumCreatureType;","Llk;","EnumCreatureType","lk","net/minecraft/src","0"
"creature","creature","b","LEnumCreatureType;","Llk;","EnumCreatureType","lk","net/minecraft/src","0"
"waterCreature","waterCreature","c","LEnumCreatureType;","Llk;","EnumCreatureType","lk","net/minecraft/src","0"
"field_4278_c","creatureClass","d","Ljava/lang/Class;","Ljava/lang/Class;","EnumCreatureType","lk","net/minecraft/src","0"
"field_4277_d","maxNumberOfCreature","e","I","I","EnumCreatureType","lk","net/minecraft/src","0"
"field_21173_f","creatureMaterial","f","LMaterial;","Lln;","EnumCreatureType","lk","net/minecraft/src","0"
"field_21172_g","isPeacefulCreature","g","Z","Z","EnumCreatureType","lk","net/minecraft/src","0"
"field_6518_e","field_6518_e","h","[LEnumCreatureType;","[Llk;","EnumCreatureType","lk","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumCreatureType;","[Llk;","EnumCreatureType","lk","net/minecraft/src","0"
"field_1412_b","entityHashMap","b","Ljava/util/Map;","Ljava/util/Map;","TileEntityMobSpawnerRenderer","ag","net/minecraft/src","0"
"field_27011_d","thePlayer","d","LEntityPlayer;","Lgs;","SlotFurnace","vq","net/minecraft/src","0"
"field_25169_C","field_25169_C","a","Ljava/util/Map;","Ljava/util/Map;","StatList","jl","net/minecraft/src","0"
"field_25188_a","field_25188_a","b","Ljava/util/List;","Ljava/util/List;","StatList","jl","net/minecraft/src","0"
"field_25187_b","field_25187_b","c","Ljava/util/List;","Ljava/util/List;","StatList","jl","net/minecraft/src","0"
"field_25186_c","field_25186_c","d","Ljava/util/List;","Ljava/util/List;","StatList","jl","net/minecraft/src","0"
"field_25185_d","field_25185_d","e","Ljava/util/List;","Ljava/util/List;","StatList","jl","net/minecraft/src","0"
"field_25184_e","startGameStat","f","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25183_f","createWorldStat","g","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25182_g","loadWorldStat","h","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25181_h","joinMultiplayerStat","i","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25180_i","leaveGameStat","j","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25179_j","minutesPlayedStat","k","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25178_k","distanceWalkedStat","l","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25177_l","distanceSwumStat","m","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25176_m","distanceFallenStat","n","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25175_n","distanceClimbedStat","o","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25174_o","distanceFlownStat","p","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25173_p","distanceDoveStat","q","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_27364_r","distanceByMinecartStat","r","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_27363_s","distanceByBoatStat","s","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_27362_t","distanceByPigStat","t","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25171_q","jumpStat","u","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25168_r","dropStat","v","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25167_s","damageDealtStat","w","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25165_t","damageTakenStat","x","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25163_u","deathsStat","y","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25162_v","mobKillsStat","z","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25161_w","playerKillsStat","A","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25160_x","fishCaughtStat","B","LStatBase;","Lvr;","StatList","jl","net/minecraft/src","0"
"field_25159_y","mineBlockStatArray","C","[LStatBase;","[Lvr;","StatList","jl","net/minecraft/src","0"
"field_25158_z","field_25158_z","D","[LStatBase;","[Lvr;","StatList","jl","net/minecraft/src","0"
"field_25172_A","field_25172_A","E","[LStatBase;","[Lvr;","StatList","jl","net/minecraft/src","0"
"field_25170_B","field_25170_B","F","[LStatBase;","[Lvr;","StatList","jl","net/minecraft/src","0"
"field_25166_D","field_25166_D","G","Z","Z","StatList","jl","net/minecraft/src","0"
"field_25164_E","field_25164_E","H","Z","Z","StatList","jl","net/minecraft/src","0"
"field_25020_a","bedChat","a","[Ljava/lang/String;","[Ljava/lang/String;","Packet70Bed","ca","net/minecraft/src","0"
"field_25019_b","bedState","b","I","I","Packet70Bed","ca","net/minecraft/src","0"
"field_25082_a","theGame","a","LMinecraft;","LMinecraft;","GuiAchievement","vu","net/minecraft/src","0"
"field_25081_b","achievementWindowWidth","b","I","I","GuiAchievement","vu","net/minecraft/src","0"
"field_25086_c","achievementWindowHeight","c","I","I","GuiAchievement","vu","net/minecraft/src","0"
"field_25085_d","field_25085_d","d","Ljava/lang/String;","Ljava/lang/String;","GuiAchievement","vu","net/minecraft/src","0"
"field_25084_e","field_25084_e","e","Ljava/lang/String;","Ljava/lang/String;","GuiAchievement","vu","net/minecraft/src","0"
"field_27105_f","theAchievement","f","LAchievement;","Lny;","GuiAchievement","vu","net/minecraft/src","0"
"field_25083_f","field_25083_f","g","J","J","GuiAchievement","vu","net/minecraft/src","0"
"field_27104_h","itemRender","h","LRenderItem;","Lbb;","GuiAchievement","vu","net/minecraft/src","0"
"field_27103_i","field_27103_i","i","Z","Z","GuiAchievement","vu","net/minecraft/src","0"
"field_673_a","field_673_a","a","F","F","EntityReddustFX","im","net/minecraft/src","0"
"field_22326_a","field_22326_a","a","Ljava/io/File;","Ljava/io/File;","ChunkFile","dz","net/minecraft/src","0"
"field_22325_b","field_22325_b","b","I","I","ChunkFile","dz","net/minecraft/src","0"
"field_22327_c","field_22327_c","c","I","I","ChunkFile","dz","net/minecraft/src","0"
"field_1193_a","field_1193_a","a","[I","[I","OsMap","tu","net/minecraft/src","0"
"field_4158_a","field_4158_a","a","I","I","WorldGenHellLava","qc","net/minecraft/src","0"
"field_1653_a","SIN_TABLE","a","[F","[F","MathHelper","in","net/minecraft/src","0"
"field_762_e","attackStrength","c","I","I","EntityMob","gz","net/minecraft/src","0"
"field_21102_a","dispenserContents","a","[LItemStack;","[Liz;","TileEntityDispenser","az","net/minecraft/src","0"
"field_21101_b","dispenserRandom","b","Ljava/util/Random;","Ljava/util/Random;","TileEntityDispenser","az","net/minecraft/src","0"
"field_25022_a","field_25022_a","a","F","F","EntityHeartFX","kc","net/minecraft/src","0"
"field_985_a","message","a","Ljava/lang/String;","Ljava/lang/String;","GuiChat","gc","net/minecraft/src","0"
"field_986_h","updateCounter","i","I","I","GuiChat","gc","net/minecraft/src","0"
"field_20082_i","allowedCharacters","j","Ljava/lang/String;","Ljava/lang/String;","GuiChat","gc","net/minecraft/src","0"
"field_997_a","message1","a","Ljava/lang/String;","Ljava/lang/String;","GuiUnused","ce","net/minecraft/src","0"
"field_998_h","message2","i","Ljava/lang/String;","Ljava/lang/String;","GuiUnused","ce","net/minecraft/src","0"
"field_20125_a","field_20125_a","a","LIInventory;","Llw;","ContainerChest","cd","net/minecraft/src","0"
"field_27282_b","numRows","b","I","I","ContainerChest","cd","net/minecraft/src","0"
"field_6533_b","availableTexturePacks","b","Ljava/util/List;","Ljava/util/List;","TexturePackList","ik","net/minecraft/src","0"
"field_6539_c","defaultTexturePack","c","LTexturePackBase;","Li;","TexturePackList","ik","net/minecraft/src","0"
"field_6534_a","selectedTexturePack","a","LTexturePackBase;","Li;","TexturePackList","ik","net/minecraft/src","0"
"field_6538_d","field_6538_d","d","Ljava/util/Map;","Ljava/util/Map;","TexturePackList","ik","net/minecraft/src","0"
"field_6537_e","mc","e","LMinecraft;","LMinecraft;","TexturePackList","ik","net/minecraft/src","0"
"field_6536_f","texturePackDir","f","Ljava/io/File;","Ljava/io/File;","TexturePackList","ik","net/minecraft/src","0"
"field_6535_g","currentTexturePack","g","Ljava/lang/String;","Ljava/lang/String;","TexturePackList","ik","net/minecraft/src","0"
"field_4227_g","portalTickCounter","g","I","I","TexturePortalFX","hs","net/minecraft/src","0"
"field_4226_h","portalTextureData","h","[[B","[[B","TexturePortalFX","hs","net/minecraft/src","0"
"field_1540_a","isLit","a","Z","Z","Chunk","lm","net/minecraft/src","0"
"field_1539_b","blocks","b","[B","[B","Chunk","lm","net/minecraft/src","0"
"field_1538_c","isChunkLoaded","c","Z","Z","Chunk","lm","net/minecraft/src","0"
"field_1537_d","worldObj","d","LWorld;","Lfd;","Chunk","lm","net/minecraft/src","0"
"field_1536_e","data","e","LNibbleArray;","Lwi;","Chunk","lm","net/minecraft/src","0"
"field_1535_f","skylightMap","f","LNibbleArray;","Lwi;","Chunk","lm","net/minecraft/src","0"
"field_1534_g","blocklightMap","g","LNibbleArray;","Lwi;","Chunk","lm","net/minecraft/src","0"
"field_1533_h","heightMap","h","[B","[B","Chunk","lm","net/minecraft/src","0"
"field_1532_i","lowestBlockHeight","i","I","I","Chunk","lm","net/minecraft/src","0"
"field_1531_j","xPosition","j","I","I","Chunk","lm","net/minecraft/src","0"
"field_1530_k","zPosition","k","I","I","Chunk","lm","net/minecraft/src","0"
"field_1529_l","chunkTileEntityMap","l","Ljava/util/Map;","Ljava/util/Map;","Chunk","lm","net/minecraft/src","0"
"field_1528_m","entities","m","[Ljava/util/List;","[Ljava/util/List;","Chunk","lm","net/minecraft/src","0"
"field_1527_n","isTerrainPopulated","n","Z","Z","Chunk","lm","net/minecraft/src","0"
"field_1526_o","isModified","o","Z","Z","Chunk","lm","net/minecraft/src","0"
"field_1525_p","neverSave","p","Z","Z","Chunk","lm","net/minecraft/src","0"
"field_1523_r","hasEntities","q","Z","Z","Chunk","lm","net/minecraft/src","0"
"field_1522_s","lastSaveTime","r","J","J","Chunk","lm","net/minecraft/src","0"
"everything","everything","a","LEnumMobType;","Lrt;","EnumMobType","rt","net/minecraft/src","0"
"mobs","mobs","b","LEnumMobType;","Lrt;","EnumMobType","rt","net/minecraft/src","0"
"players","players","c","LEnumMobType;","Lrt;","EnumMobType","rt","net/minecraft/src","0"
"field_1340_d","field_1340_d","d","[LEnumMobType;","[Lrt;","EnumMobType","rt","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumMobType;","[Lrt;","EnumMobType","rt","net/minecraft/src","0"
"field_1091_a","tagList","a","Ljava/util/List;","Ljava/util/List;","NBTTagList","sp","net/minecraft/src","0"
"field_1090_b","tagType","b","B","B","NBTTagList","sp","net/minecraft/src","0"
"field_319_a","weaponDamage","a","I","I","ItemSword","qd","net/minecraft/src","0"
"field_827_a","chestContents","a","[LItemStack;","[Liz;","TileEntityChest","js","net/minecraft/src","0"
"field_27054_a","field_27054_a","a","I","I","Packet71Weather","fa","net/minecraft/src","0"
"field_27053_b","field_27053_b","b","I","I","Packet71Weather","fa","net/minecraft/src","0"
"field_27057_c","field_27057_c","c","I","I","Packet71Weather","fa","net/minecraft/src","0"
"field_27056_d","field_27056_d","d","I","I","Packet71Weather","fa","net/minecraft/src","0"
"field_27055_e","field_27055_e","e","I","I","Packet71Weather","fa","net/minecraft/src","0"
"field_20127_a","furnace","a","LTileEntityFurnace;","Lsk;","ContainerFurnace","bm","net/minecraft/src","0"
"field_20126_b","cookTime","b","I","I","ContainerFurnace","bm","net/minecraft/src","0"
"field_20129_c","burnTime","c","I","I","ContainerFurnace","bm","net/minecraft/src","0"
"field_20128_h","itemBurnTime","h","I","I","ContainerFurnace","bm","net/minecraft/src","0"
"field_1063_a","netManager","a","LNetworkManager;","Lpf;","NetworkWriterThread","xl","net/minecraft/src","0"
"OBJECT","OBJECT","a","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"ARRAY","ARRAY","b","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"STRING","STRING","c","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"NUMBER","NUMBER","d","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"TRUE","TRUE","e","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"FALSE","FALSE","f","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"NULL","NULL","g","LEnumJsonNodeType;","Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"field_27442_h","field_27442_h","h","[LEnumJsonNodeType;","[Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumJsonNodeType;","[Lat;","EnumJsonNodeType","at","net/minecraft/src","0"
"field_27296_a","field_27296_a","a","LJ_JsonObjectNodeBuilder;","Lsx;","J_ObjectNodeContainer","my","net/minecraft/src","0"
"field_27295_b","field_27295_b","b","LJ_JsonListenerToJdomAdapter;","Llt;","J_ObjectNodeContainer","my","net/minecraft/src","0"
"field_331_a","isFull","a","I","I","ItemBucket","bc","net/minecraft/src","0"
"field_25071_d","statId","e","I","I","StatBase","vr","net/minecraft/src","0"
"field_25070_e","statName","f","Ljava/lang/String;","Ljava/lang/String;","StatBase","vr","net/minecraft/src","0"
"field_27088_g","isIndependent","g","Z","Z","StatBase","vr","net/minecraft/src","0"
"field_25069_f","statGuid","h","Ljava/lang/String;","Ljava/lang/String;","StatBase","vr","net/minecraft/src","0"
"field_26902_a","field_26902_a","a","LIStatType;","Lwk;","StatBase","vr","net/minecraft/src","0"
"field_26903_b","field_26903_b","b","Ljava/text/NumberFormat;","Ljava/text/NumberFormat;","StatBase","vr","net/minecraft/src","0"
"field_27087_i","field_27087_i","i","LIStatType;","Lwk;","StatBase","vr","net/minecraft/src","0"
"field_26904_c","field_26904_c","c","Ljava/text/DecimalFormat;","Ljava/text/DecimalFormat;","StatBase","vr","net/minecraft/src","0"
"field_27086_j","field_27086_j","j","LIStatType;","Lwk;","StatBase","vr","net/minecraft/src","0"
"field_27085_k","field_27085_k","k","LIStatType;","Lwk;","StatBase","vr","net/minecraft/src","0"
"field_1268_a","udders","a","LModelRenderer;","Lps;","ModelCow","hh","net/minecraft/src","0"
"field_1267_b","horn1","b","LModelRenderer;","Lps;","ModelCow","hh","net/minecraft/src","0"
"field_1269_c","horn2","c","LModelRenderer;","Lps;","ModelCow","hh","net/minecraft/src","0"
"field_1100_a","recipePatterns","a","[[Ljava/lang/String;","[[Ljava/lang/String;","RecipesWeapons","xc","net/minecraft/src","0"
"field_1099_b","recipeItems","b","[[Ljava/lang/Object;","[[Ljava/lang/Object;","RecipesWeapons","xc","net/minecraft/src","0"
"field_6491_e","texturePackName","e","I","I","TexturePackDefault","pa","net/minecraft/src","0"
"field_6490_f","texturePackThumbnail","f","Ljava/awt/image/BufferedImage;","Ljava/awt/image/BufferedImage;","TexturePackDefault","pa","net/minecraft/src","0"
"field_1065_a","mc","a","LMinecraft;","LMinecraft;","PlayerController","ob","net/minecraft/src","0"
"field_1064_b","field_1064_b","b","Z","Z","PlayerController","ob","net/minecraft/src","0"
"field_21065_a","field_21065_a","a","F","F","EntityNoteFX","ae","net/minecraft/src","0"
"field_753_a","field_753_a","a","Z","Z","EntityChicken","ww","net/minecraft/src","0"
"field_752_b","field_752_b","b","F","F","EntityChicken","ww","net/minecraft/src","0"
"field_758_c","destPos","c","F","F","EntityChicken","ww","net/minecraft/src","0"
"field_757_d","field_757_d","f","F","F","EntityChicken","ww","net/minecraft/src","0"
"field_756_e","field_756_e","g","F","F","EntityChicken","ww","net/minecraft/src","0"
"field_755_h","field_755_h","h","F","F","EntityChicken","ww","net/minecraft/src","0"
"field_754_i","timeUntilNextEgg","i","I","I","EntityChicken","ww","net/minecraft/src","0"
"field_329_aX","blocksEffectiveAgainst","bk","[LBlock;","[Luu;","ItemPickaxe","au","net/minecraft/src","0"
"field_1609_a","useMipmaps","a","Z","Z","RenderEngine","ji","net/minecraft/src","0"
"field_6528_b","textureMap","b","Ljava/util/HashMap;","Ljava/util/HashMap;","RenderEngine","ji","net/minecraft/src","0"
"field_28151_c","field_28151_c","c","Ljava/util/HashMap;","Ljava/util/HashMap;","RenderEngine","ji","net/minecraft/src","0"
"field_1607_c","textureNameToImageMap","d","Ljava/util/HashMap;","Ljava/util/HashMap;","RenderEngine","ji","net/minecraft/src","0"
"field_1606_d","singleIntBuffer","e","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","RenderEngine","ji","net/minecraft/src","0"
"field_1605_e","imageData","f","Ljava/nio/ByteBuffer;","Ljava/nio/ByteBuffer;","RenderEngine","ji","net/minecraft/src","0"
"field_1604_f","textureList","g","Ljava/util/List;","Ljava/util/List;","RenderEngine","ji","net/minecraft/src","0"
"field_1603_g","urlToImageDataMap","h","Ljava/util/Map;","Ljava/util/Map;","RenderEngine","ji","net/minecraft/src","0"
"field_1602_h","options","i","LGameSettings;","Lkv;","RenderEngine","ji","net/minecraft/src","0"
"field_4281_i","clampTexture","j","Z","Z","RenderEngine","ji","net/minecraft/src","0"
"field_4280_j","blurTexture","k","Z","Z","RenderEngine","ji","net/minecraft/src","0"
"field_6527_k","texturePack","l","LTexturePackList;","Lik;","RenderEngine","ji","net/minecraft/src","0"
"field_25189_l","missingTextureImage","m","Ljava/awt/image/BufferedImage;","Ljava/awt/image/BufferedImage;","RenderEngine","ji","net/minecraft/src","0"
"field_1511_b","convertQuadsToTriangles","b","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1510_c","tryVBO","c","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1509_d","byteBuffer","d","Ljava/nio/ByteBuffer;","Ljava/nio/ByteBuffer;","Tessellator","nw","net/minecraft/src","0"
"field_1508_e","intBuffer","e","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","Tessellator","nw","net/minecraft/src","0"
"field_1507_f","floatBuffer","f","Ljava/nio/FloatBuffer;","Ljava/nio/FloatBuffer;","Tessellator","nw","net/minecraft/src","0"
"field_1506_g","rawBuffer","g","[I","[I","Tessellator","nw","net/minecraft/src","0"
"field_1505_h","vertexCount","h","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1504_i","textureU","i","D","D","Tessellator","nw","net/minecraft/src","0"
"field_1503_j","textureV","j","D","D","Tessellator","nw","net/minecraft/src","0"
"field_1502_k","color","k","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1501_l","hasColor","l","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1500_m","hasTexture","m","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1499_n","hasNormals","n","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1498_o","rawBufferIndex","o","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1497_p","addedVertices","p","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1495_q","isColorDisabled","q","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1493_r","drawMode","r","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1492_s","xOffset","s","D","D","Tessellator","nw","net/minecraft/src","0"
"field_1491_t","yOffset","t","D","D","Tessellator","nw","net/minecraft/src","0"
"field_1490_u","zOffset","u","D","D","Tessellator","nw","net/minecraft/src","0"
"field_1489_v","normal","v","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1512_a","instance","a","LTessellator;","Lnw;","Tessellator","nw","net/minecraft/src","0"
"field_1488_w","isDrawing","w","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1487_x","useVBO","x","Z","Z","Tessellator","nw","net/minecraft/src","0"
"field_1486_y","vertexBuffers","y","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","Tessellator","nw","net/minecraft/src","0"
"field_1485_z","vboIndex","z","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1496_A","vboCount","A","I","I","Tessellator","nw","net/minecraft/src","0"
"field_1494_B","bufferSize","B","I","I","Tessellator","nw","net/minecraft/src","0"
"field_4274_a","baseEntity","a","LEntityLiving;","Lls;","RenderSorter","md","net/minecraft/src","0"
"field_22395_a","x","a","I","I","ChunkCoordinates","br","net/minecraft/src","0"
"field_22394_b","y","b","I","I","ChunkCoordinates","br","net/minecraft/src","0"
"field_22396_c","z","c","I","I","ChunkCoordinates","br","net/minecraft/src","0"
"field_1297_a","message","a","Ljava/lang/String;","Ljava/lang/String;","ChatLine","sw","net/minecraft/src","0"
"field_1296_b","updateCounter","b","I","I","ChatLine","sw","net/minecraft/src","0"
"field_22392_a","field_22392_a","a","Ljava/util/regex/Pattern;","Ljava/util/regex/Pattern;","ChunkFolderPattern","cm","net/minecraft/src","0"
"field_27392_a","minDisplayColumn","a","I","I","AchievementList","ep","net/minecraft/src","0"
"field_27391_b","minDisplayRow","b","I","I","AchievementList","ep","net/minecraft/src","0"
"field_27390_c","maxDisplayColumn","c","I","I","AchievementList","ep","net/minecraft/src","0"
"field_27389_d","maxDisplayRow","d","I","I","AchievementList","ep","net/minecraft/src","0"
"field_27388_e","achievementList","e","Ljava/util/List;","Ljava/util/List;","AchievementList","ep","net/minecraft/src","0"
"field_25195_b","openInventory","f","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_25198_c","mineWood","g","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_25197_d","buildWorkBench","h","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27387_i","buildPickaxe","i","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27386_j","buildFurnace","j","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27385_k","acquireIron","k","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27384_l","buildHoe","l","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27383_m","makeBread","m","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27382_n","bakeCake","n","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27381_o","buildBetterPickaxe","o","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27380_p","cookFish","p","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27379_q","onARail","q","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27378_r","buildSword","r","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27377_s","killEnemy","s","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27376_t","killCow","t","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27375_u","flyPig","u","LAchievement;","Lny;","AchievementList","ep","net/minecraft/src","0"
"field_27370_a","field_27370_a","a","Ljava/lang/String;","Ljava/lang/String;","MD5String","hf","net/minecraft/src","0"
"field_1587_a","mc","a","LMinecraft;","LMinecraft;","GameWindowListener","kj","net/minecraft/src","0"
"field_1586_b","mcThread","b","Ljava/lang/Thread;","Ljava/lang/Thread;","GameWindowListener","kj","net/minecraft/src","0"
"field_6540_a","grassBuffer","a","[I","[I","ColorizerGrass","ia","net/minecraft/src","0"
"field_4170_h","hellRNG","h","Ljava/util/Random;","Ljava/util/Random;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4169_i","field_4169_i","i","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4168_j","field_4168_j","j","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4167_k","field_4167_k","k","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4166_l","field_4166_l","l","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4165_m","field_4165_m","m","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4177_a","field_4177_a","a","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4176_b","field_4176_b","b","LNoiseGeneratorOctaves;","Luf;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4164_n","worldObj","n","LWorld;","Lfd;","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4163_o","field_4163_o","o","[D","[D","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4162_p","field_4162_p","p","[D","[D","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4161_q","gravelNoise","q","[D","[D","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4160_r","field_4160_r","r","[D","[D","ChunkProviderHell","qn","net/minecraft/src","0"
"field_4159_s","field_4159_s","s","LMapGenBase;","Lfv;","ChunkProviderHell","qn","net/minecraft/src","0"
